"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202409","2호선","신도림","3940","22","34341","4889","48411","19084","122707","40592","133321","99191","84080","67931","59534","60742","58681","62744","67155","63308","69402","69133","70774","64951","76071","73472","84424","86983","101071","113381","113577","159251","69455","111163","62693","69576","55728","65248","48768","62345","21239","45598","2600","19443","30","2524","0","15","0","0","20241003"
"202409","2호선","신림","156","6","34456","3753","63304","16111","164169","25653","239248","41231","149400","40835","86861","39981","72068","43643","77235","48404","72558","54943","66882","60432","65170","76142","70465","93817","72971","124322","74342","196866","52572","171249","43308","115553","40293","111043","33853","102560","19271","67328","3771","21079","58","652","0","0","0","0","20241003"
"202409","2호선","신설동","33","2","1168","360","1393","2379","4498","4359","8058","10767","5212","7776","4928","7195","5940","7068","7265","7362","7507","7669","8010","6349","8642","5815","9212","5063","10643","5665","9872","6592","4275","4797","2821","3634","2941","3184","1555","3307","632","2062","136","757","3","148","0","0","0","0","20241003"
"202409","2호선","신정네거리","78","1","7932","904","16049","2587","44002","4237","41169","10922","23904","7921","16377","7389","15193","8752","15162","9769","13710","11256","11725","12103","11150","16223","12252","21245","12358","28912","10651","42652","6957","32031","5111","18106","4162","17461","3308","15029","1417","9429","303","2538","5","161","0","0","0","0","20241003"
"202409","2호선","신촌","49","9","6914","2480","13726","14806","33590","33843","49948","82645","38755","92421","38671","67955","45662","60234","56625","63497","60512","70784","62304","61575","71147","61055","84696","66972","99332","85607","96507","108744","69605","74735","70425","46030","73372","41823","71940","37347","34212","24717","6479","6094","39","249","0","0","0","0","20241003"
"202409","2호선","아현","28","6","4462","906","9992","4159","28119","11222","37986","21125","23351","12996","17405","12065","16325","10142","17835","12043","16292","13283","14981","14082","16807","15954","21867","18359","19713","23553","20158","30596","12878","23543","9320","16327","6786","15928","5070","14279","2116","8361","358","2379","5","53","0","0","0","0","20241003"
"202409","2호선","양천구청","42","8","4670","908","11457","2294","28629","4534","26902","8482","16518","4982","11290","4600","10270","5096","10123","6627","8942","7767","7568","8136","7268","10853","8308","13371","8576","18841","8212","26923","4059","22358","2755","13265","2453","12230","2249","9644","692","7118","155","2132","0","18","0","0","0","0","20241003"
"202409","2호선","역삼","23","2","3493","6180","8712","40397","14786","142663","23909","331803","22438","262258","23909","107212","31876","59148","40121","54479","46636","59206","57440","46852","75613","42427","98441","40552","203137","48416","242532","52851","131214","33752","75418","21605","68243","18994","44723","15455","17149","9162","3123","2776","6","46","0","1","0","0","20241003"
"202409","2호선","영등포구청","49","6","5053","3123","12398","14903","36624","34640","45622","109087","28761","47478","22386","26045","23308","23315","26550","24475","26986","26554","27876","24279","31616","25880","36369","29702","53139","37342","87801","52510","34567","35452","25210","22214","23650","19913","17013","18258","8227","12302","1494","4244","9","202","0","0","0","0","20241003"
"202409","2호선","왕십리(성동구청)","738","5","5843","793","8968","7490","23128","12451","40481","25124","25330","18994","18627","15655","18892","16230","21869","17886","22264","19549","22230","19813","25689","21036","30836","25283","33925","34051","33156","51007","23308","31908","21675","21496","23991","19365","23082","18815","13869","12049","2752","4476","23","111","0","0","0","0","20241003"
"202409","2호선","용답","9","0","2265","336","3294","1138","7983","1908","12126","3524","7250","4964","5299","3228","4654","2649","5031","3114","4697","3922","4372","3665","4672","4534","5822","5778","5550","6849","4521","10071","2717","7284","2017","5361","1613","6103","1510","5713","573","3573","147","1104","1","14","0","0","0","0","20241003"
"202409","2호선","용두(동대문구청)","51","0","1163","134","1628","896","5074","2614","8354","5233","4875","3705","3949","3619","4159","3819","4435","3539","4468","4413","4561","4240","4705","4604","5128","4660","4828","5217","5102","7800","2511","5382","1798","3210","1649","3036","842","2336","328","1474","55","437","2","0","0","0","0","0","20241003"
"202409","2호선","을지로3가","6","1","1143","2056","2599","20131","6111","63570","13133","150256","17817","62766","20932","30025","23880","26514","25304","25310","27379","28197","31736","24998","36064","25357","45567","29690","83958","35094","118879","40388","52100","26611","39995","16861","41371","13898","35498","11854","20019","7592","3519","1893","17","73","0","0","0","0","20241003"
"202409","2호선","을지로4가","6","0","923","1124","2146","12875","5402","32688","11103","66840","13157","34882","16387","23412","18675","22830","19304","20504","20689","19834","23411","18926","26727","18152","31828","17600","54452","17760","58971","18530","26259","13264","16685","9405","14132","9267","9591","8792","4868","5736","933","1475","4","40","0","1","0","0","20241003"
"202409","2호선","을지로입구","68","0","2472","2574","4292","26986","10232","114475","17674","301661","26554","147839","32789","82334","42014","68711","46498","62133","57699","63022","66113","58684","79539","57293","94496","60390","161427","67035","250284","67098","122761","44582","117626","30651","78428","25350","64404","19970","27623","11739","3520","4661","24","924","1","0","0","0","20241003"
"202409","2호선","이대","31","0","3196","848","9031","6124","26052","15482","35127","44856","22661","48178","19591","40418","21246","25162","27736","30762","28497","32879","27105","25627","34751","26610","38042","28495","48296","36474","43967","45540","26198","33182","22919","23968","23180","23935","16902","24066","6010","16946","962","4200","12","149","0","0","0","0","20241003"
"202409","2호선","잠실(송파구청)","76","9","11877","4564","44725","32057","106860","72057","150036","151849","111156","140394","77894","112276","79480","115014","91894","114979","100467","119356","108815","119011","128231","131340","153054","145957","186650","177797","214173","215990","153249","142852","151997","93705","137646","84638","100618","79212","29211","42162","4333","8615","36","110","0","0","0","0","20241003"
"202409","2호선","잠실나루","12","0","3283","2899","12401","17242","36515","20580","43885","33897","29268","21460","23193","16889","22356","15137","21112","18121","19867","20026","20923","18301","23854","18725","31205","21561","35401","27274","27299","37060","13937","27181","10289","17665","7676","16630","5525","15802","2501","8667","403","2699","3","32","0","0","0","0","20241003"
"202409","2호선","잠실새내","48","0","5539","1030","17489","8306","57781","15776","78587","26128","50252","28534","35328","23683","32342","26070","33837","31021","33737","33818","30345","36156","34057","41888","37787","50399","39161","64618","40631","81064","31377","56385","27945","35391","27368","31601","26706","28847","14891","15349","2444","4553","7","56","0","0","0","0","20241003"
"202409","2호선","종합운동장","10","2","1357","854","5759","9860","16293","16624","21712","27979","15833","15885","12317","17942","12107","18206","13950","34642","14285","61632","20431","25958","17449","27196","25517","43426","63407","72889","32872","75821","16518","25888","34047","11804","81310","11511","40972","10284","3083","5207","418","1590","0","102","0","1","0","0","20241003"
"202409","2호선","충정로(경기대입구)","33","1","3124","983","6542","5698","14215","22239","20132","53917","13691","24523","11162","11728","11578","10425","12435","11128","12715","12371","12519","11282","13347","12093","17372","13120","29913","16679","40221","19854","14286","14087","9836","10115","8475","9866","6143","8908","2826","5786","583","1732","8","46","0","0","0","0","20241003"
"202409","2호선","한양대","4","0","1046","491","2327","5566","5352","11565","8161","69094","6386","49894","8270","47551","13771","16912","16765","36815","19837","25191","25590","20948","34075","14701","41180","11964","50923","15441","40845","19327","19342","9806","16733","6844","16865","6250","11248","6015","5333","4510","1157","1298","8","47","0","0","0","0","20241003"
"202409","2호선","합정","97","10","9583","2768","16477","12679","38011","28706","48314","83982","32863","75431","26790","48827","29133","45949","34515","49688","38071","56744","40475","51678","44649","53102","53888","62293","72089","80279","100745","104574","71360","72699","60141","41845","66263","34193","61940","29824","33225","20947","5426","7546","78","208","0","0","0","0","20241003"
"202409","2호선","홍대입구","911","26","25987","3187","30125","17467","56107","38978","73321","102652","59957","131862","55668","109353","63673","125767","75658","146750","87551","159829","98867","152211","120774","154669","146980","167199","171729","188685","192574","222367","164349","166049","160593","105321","181728","83861","176461","68860","89083","51125","11344","17645","142","1919","0","0","0","0","20241003"
"202408","2호선","강남","99","11","8179","11022","18066","60037","38786","158992","60693","308060","50552","312908","53113","154554","71474","106865","89923","105213","102327","119656","115563","104119","140705","99281","170986","107005","259148","139623","319452","182245","208819","105956","162986","59659","180169","51926","164159","44952","75050","22979","12689","6529","0","36","0","0","0","0","20240903"
"202408","2호선","강변(동서울터미널)","26","1","8855","1999","25035","22178","69759","23705","100292","44053","74527","37278","59380","36641","52048","33828","47875","37467","45599","40661","40884","43964","43688","51997","49114","56630","54241","71882","57301","96578","40718","67850","31193","47957","26700","40076","18883","36729","6479","18674","871","4783","0","40","0","0","0","0","20240903"
"202408","2호선","건대입구","307","6","15720","1764","22231","15611","52152","23759","87234","50856","60922","45562","39060","40591","37031","44621","41526","50490","44246","55486","46420","55660","51411","62097","62497","74863","73139","100115","79320","145899","60898","101076","64071","64113","67603","58946","67707","54120","40634","30931","6716","10878","9","829","0","0","0","0","20240903"
"202408","2호선","교대(법원.검찰청)","33","0","2750","7009","11425","25185","23823","57225","34449","156172","27792","126909","25642","66006","30920","54717","34857","49445","40278","53947","46358","47173","50933","43046","58016","45507","95626","59904","130541","68140","60040","39609","49721","25097","48463","23325","40134","22474","14549","11232","2646","3001","0","2","0","0","0","0","20240903"
"202408","2호선","구로디지털단지","434","40","38969","5001","53300","19138","136002","81360","174833","215378","109074","131027","67020","56442","59337","44874","65706","49987","64442","61145","59050","59094","66009","65280","80998","78277","134357","108211","199676","159831","97777","122947","63233","83687","50955","83775","38925","81894","17990","46483","3284","13848","6","34","0","0","0","0","20240903"
"202408","2호선","구의(광진구청)","108","2","13588","1664","26656","34645","67805","16904","112062","37314","68819","21878","37283","19913","30842","19702","32789","22619","31435","25819","28737","26291","31623","35002","44324","40836","44937","56971","43981","94804","26287","67325","19613","46076","17265","42859","15142","40110","8068","22092","1326","7343","0","57","0","0","0","0","20240903"
"202408","2호선","낙성대(강감찬)","14","0","12052","2243","27456","10038","81360","18240","121566","41649","79301","31862","44654","24792","38220","23687","40667","26713","38979","28646","34329","30997","35271","36223","39828","42274","45781","60713","50657","100899","29453","80049","23023","54614","20819","51298","15816","53019","7900","31049","1309","8468","0","49","0","0","0","0","20240903"
"202408","2호선","당산","23","1","7552","3490","16237","12658","42154","27079","51757","71937","30805","31330","20896","16061","19966","15296","21294","17031","20675","19059","19249","19002","20731","21989","26301","28966","40210","44392","53583","69222","24393","46282","19518","31326","18770","29779","15990","28108","8191","17511","1370","4408","2","68","0","1","0","0","20240903"
"202408","2호선","대림(구로구청)","856","17","35053","3519","29289","10335","64302","21870","91506","50652","60036","33725","38709","30914","32101","30938","33725","30209","31935","29829","29528","31055","31154","38674","34895","46881","41863","57825","48568","67875","25884","49708","19661","39961","14869","48193","11131","44567","5431","21956","680","5631","2","122","0","0","0","0","20240903"
"202408","2호선","도림천","0","0","386","349","1445","1023","3122","3362","3537","5219","2345","2257","2362","1497","1801","1323","2334","1938","1840","1498","2172","1697","2302","1906","2532","1978","2853","2702","3673","3449","1755","2651","1001","1836","888","1543","460","1299","190","893","30","255","1","12","0","0","0","0","20240903"
"202408","2호선","동대문역사문화공원(DDP)","142","9","4393","1062","3880","8779","7051","19569","12391","43107","15302","31441","17809","31940","20214","30106","22521","31282","23716","30770","26931","32080","33125","30939","39125","29894","46776","31507","47012","35860","31079","31367","25929","24311","23826","20881","19862","18020","9519","10325","2013","3304","1","87","0","0","0","0","20240903"
"202408","2호선","뚝섬","9","1","3624","2788","9514","19606","17776","40630","24894","133586","16226","92599","14842","44105","17035","36013","22125","36778","26484","38324","31400","33778","39894","34413","52822","36632","82847","40248","130248","49300","68634","28412","49416","15575","41476","12866","26138","11386","9755","7297","1381","2336","0","42","0","0","0","0","20240903"
"202408","2호선","문래","11","0","4202","2511","14661","10410","41934","39166","47619","131800","26477","62045","19515","27796","19876","22916","24601","24651","24850","25829","25345","24003","28021","25645","34528","29836","64167","40182","111153","62902","39591","41813","28503","22024","30928","20245","24208","18031","12228","10120","1905","3257","0","112","0","0","0","0","20240903"
"202408","2호선","방배","2","0","2518","3039","8817","11849","21427","25604","29024","65023","23070","41918","16861","21574","17619","17816","20390","19553","21257","20086","21457","18948","25207","19610","30251","21600","42236","28155","56538","34564","25733","23789","19094","16111","18716","15199","14116","16642","5886","8526","1065","2392","0","0","0","0","0","0","20240903"
"202408","2호선","봉천","57","3","16419","1477","29703","7394","80661","12503","116231","27816","72285","23313","40945","20265","34486","21330","35948","24596","34171","25524","30458","27985","29641","35685","32350","42021","32044","57771","33821","88145","20788","69297","16837","45109","14377","42372","11234","39902","4714","23528","897","7525","3","485","0","0","0","0","20240903"
"202408","2호선","사당","56","2","13393","3988","30625","33119","78504","44843","100812","66386","73357","47143","50046","41072","44919","50337","49999","51364","52353","50522","54214","51946","57742","60292","62780","81675","79055","123245","96775","176647","64635","113118","61005","70547","68340","66018","67067","67325","36341","38156","5967","10875","4","576","0","0","0","0","20240903"
"202408","2호선","삼성(무역센터)","176","0","4383","5613","6728","46749","14441","145014","19125","326479","20400","237271","23818","123690","37150","93748","49906","89542","65211","92389","84541","79589","111426","70828","144766","64205","239467","63035","304800","60133","156329","32964","124044","19473","99899","15743","61131","12346","15981","6019","2035","3763","0","1081","0","0","0","0","20240903"
"202408","2호선","상왕십리","34","1","5948","835","13776","5974","40698","11913","62130","28621","35804","18491","22712","14055","19919","13442","21335","14884","20041","16024","18309","16958","19809","20137","21618","25053","25571","35392","26642","55650","17297","36205","11486","23671","9994","22152","6928","21395","2971","12425","505","4016","0","0","0","0","0","0","20240903"
"202408","2호선","서울대입구(관악구청)","5136","35","28342","2795","43238","15537","122883","26609","168733","63456","114682","58424","68074","47404","58898","43373","65254","46723","67283","50497","59246","53296","60179","62817","70132","74902","79057","104117","86968","170283","52544","130245","45570","84153","44362","80122","37856","82548","20322","46230","3485","18346","0","3368","0","0","0","0","20240903"
"202408","2호선","서초","4","2","2020","4653","9047","23700","17895","53824","29527","113722","27170","84291","21240","39044","28503","31791","25181","24241","31591","26253","32082","23326","41526","19942","46310","21593","74633","24330","94137","26425","42280","18323","29347","12202","26808","11732","16410","12135","5681","6035","870","1450","0","2","0","0","0","0","20240903"
"202408","2호선","선릉","130","1","4992","6246","11727","46347","22104","123737","33629","284131","33550","207749","38184","101808","48338","67376","60083","65758","66959","70582","76205","56210","98899","50096","127760","50713","210276","57982","291809","61015","145228","38991","93339","24305","86771","21424","76378","19391","25198","10944","4177","4126","0","169","0","0","0","0","20240903"
"202408","2호선","성수","110","2","5906","4069","8540","33284","21440","73293","27453","247584","22510","150681","21605","84722","25862","76944","35640","79285","45686","80969","57678","79487","71853","75951","94817","74471","148754","75847","248694","77675","126193","45326","96922","23290","77522","17206","53581","14772","21264","10852","3073","5957","0","921","0","0","0","0","20240903"
"202408","2호선","시청","37","0","1075","2017","2438","20689","5204","71704","9503","217998","14124","86782","20586","30351","26736","27357","25753","27706","29657","27931","35271","23780","42788","22058","52850","20567","106913","23714","169554","23871","59379","13578","45737","9068","39323","9276","24139","8177","9414","4845","1202","1357","0","47","0","0","0","0","20240903"
"202408","2호선","신답","9","0","1387","105","2167","863","5963","843","10267","1649","4276","909","2458","940","1935","1181","1792","1367","1929","1450","1585","1740","1693","2609","2078","3106","2151","4580","2007","9646","1056","5885","636","3380","475","3533","379","3165","168","1767","31","486","0","2","0","0","0","0","20240903"
"202408","2호선","신당","26","1","6490","1149","11445","7244","28946","14908","47793","29122","27823","21087","19778","18020","19624","20298","21081","21161","22214","21885","21426","21323","22901","23886","26004","29923","29843","39488","32611","56975","22180","35792","17994","22998","16757","20372","15003","19348","7693","11110","1346","3539","0","18","0","0","0","0","20240903"
"202408","2호선","신대방","374","13","25027","1953","34696","8983","86125","13787","126281","23181","80108","17809","43328","17647","35497","18243","35382","22048","32945","25380","28675","27883","28371","36686","30646","44138","33003","59418","31901","89963","21631","74969","16379","53940","12158","56583","9888","53903","4727","30041","935","9023","7","15","0","0","0","0","20240903"
"202408","2호선","신도림","4416","18","37676","5103","52446","20108","131159","44253","141201","107285","85699","71984","59081","61608","58212","64887","66427","65446","69565","70552","71519","65664","77029","73870","87289","89137","109265","119803","125060","176466","74335","117783","67763","71825","60997","67604","57102","65549","23014","46900","2690","19476","7","2637","0","0","0","0","20240903"
"202408","2호선","신림","165","7","37360","4026","69352","16747","177159","26347","258312","43917","158989","42787","89900","42078","73857","44945","78321","49744","74216","57532","67399","61657","66523","77522","73075","95083","77799","130820","79659","220342","54537","179088","45686","119991","42839","116324","36660","110956","21223","68728","4269","21529","0","376","0","0","0","0","20240903"
"202408","2호선","신설동","36","1","1302","318","1549","2164","4920","4588","8237","12053","5162","8576","4835","7629","5886","6533","7162","6872","7058","7108","7320","5793","7846","5363","8928","5335","11131","5725","11298","7427","4330","5241","3058","3706","3109","3215","1643","3165","587","2138","121","724","1","136","0","0","0","0","20240903"
"202408","2호선","신정네거리","62","0","8762","980","17492","2791","45942","4535","41436","11753","23530","8379","16501","7910","14682","9045","15463","9695","13957","10866","11834","11890","11111","15388","12797","20977","12630","29037","11357","47073","7351","33576","5446","19031","4377","17538","3292","15978","1621","9890","310","2680","0","103","0","0","0","0","20240903"
"202408","2호선","신촌","31","6","6835","2825","14859","15896","35016","35156","52351","77939","39315","89367","38629","62302","46616","60217","57980","62779","60455","71378","61736","62584","69937","60346","81802","66254","97099","81852","93089","111755","65376","74058","70163","45594","71804","41545","68474","37655","31406","24234","5399","6151","4","121","0","0","0","0","20240903"
"202408","2호선","아현","28","3","4813","1026","10949","4464","29478","10186","40430","20899","24468","13145","17752","10657","16369","10134","17911","11169","16731","13146","15185","13313","16457","15725","19646","18180","19639","24243","19868","32940","12506","24115","9127","16711","6655","16376","4688","14979","2163","8661","371","2555","0","17","0","0","0","0","20240903"
"202408","2호선","양천구청","53","7","4957","944","12013","2348","29742","4753","26928","9649","15742","5431","11008","4438","9846","5233","10612","6444","9075","7248","7366","7650","7113","9848","8212","12695","8736","18092","9096","28144","4341","22921","2769","13722","2443","12417","2226","10201","760","7486","149","2163","0","7","0","0","0","0","20240903"
"202408","2호선","역삼","25","3","3706","7290","8897","45362","15497","164701","25385","373223","23687","295963","25684","118099","34502","63576","41360","57679","47736","63427","57550","49404","78616","44326","105087","42710","233670","51775","282979","58359","149983","36000","83726","22913","74818","19727","51030","17320","18697","9873","3162","3040","1","32","0","0","0","0","20240903"
"202408","2호선","영등포구청","63","3","5383","3348","13548","16673","38972","37938","48785","116683","30151","49675","22364","27278","23569","24391","26838","25473","27103","27234","27739","24233","30819","26024","38087","29669","56527","38840","96751","57977","36337","37558","27511","22846","25681","20839","19262","18832","9178","12632","1575","3982","2","112","0","0","0","0","20240903"
"202408","2호선","왕십리(성동구청)","646","0","6318","772","9591","8283","24417","12562","42029","26220","26515","20598","18309","15235","18318","16508","21480","17799","21805","19078","21609","19913","24350","21829","30299","25852","33999","36180","34168","56437","22294","33142","20775","21576","23455","18907","23398","19605","12436","11997","2272","4611","0","2","0","0","0","0","20240903"
"202408","2호선","용답","6","0","2530","354","3482","1128","8093","1899","13246","3010","7582","2515","5332","2246","4308","2395","4303","2680","4180","2862","3862","3201","3846","4155","4345","5634","4832","6894","4119","10721","2527","7362","1776","5174","1479","6219","1024","5917","458","3431","103","1119","0","3","0","0","0","0","20240903"
"202408","2호선","용두(동대문구청)","55","1","1140","181","1736","1001","5681","2788","8754","5359","5027","3521","3899","3517","3954","3761","4008","3195","4027","3794","4421","3900","4133","4371","4942","4545","5174","5356","5497","8683","2728","5527","2044","3513","1818","3246","852","2484","327","1579","68","456","1","2","0","0","0","0","20240903"
"202408","2호선","을지로3가","11","1","1226","2156","2724","22147","6429","70918","12687","170436","17341","67552","21535","29980","26032","27092","26106","26352","29115","28765","31760","25813","36336","25719","46019","30627","95055","37284","138670","42852","55602","26155","42590","17058","43355","14986","36916","13764","20852","8011","3411","1893","0","59","0","0","0","0","20240903"
"202408","2호선","을지로4가","9","1","1005","1342","2184","15205","5987","35718","11492","71877","13791","35980","17249","23329","19949","23227","20310","20719","21516","19994","23259","18616","26197","17445","32430","17627","60367","18368","65216","19301","28436","13265","17723","10437","14229","10224","10104","9870","4883","6060","787","1659","2","31","0","0","0","0","20240903"
"202408","2호선","을지로입구","70","1","2705","2830","4531","29399","10948","128703","18045","334072","27354","159095","35045","86571","44774","71072","49997","63939","59162","66197","66766","60259","79521","58388","97973","61995","177505","70873","283428","71221","128794","45790","125093","32938","81519","28571","66579","22935","27755","12003","3480","4304","0","931","0","0","0","0","20240903"
"202408","2호선","이대","25","0","3602","800","9663","6545","27474","13286","36760","41513","23124","31539","19516","25782","20078","21319","25617","22841","25083","25767","23671","23454","26557","24680","30235","27226","41697","34510","37457","45750","22352","33138","18133","23268","17124","23718","15042","23228","5229","15963","809","4349","0","47","0","0","0","0","20240903"
"202408","2호선","잠실(송파구청)","100","0","13586","5034","49941","35637","118718","81628","165126","174690","118737","161351","81769","135712","84493","134092","96409","129891","106020","133069","117011","130804","141182","138547","175732","153951","218372","188251","246567","239181","170901","155261","174362","101039","162436","95420","112137","90071","31187","45412","4747","8622","1","1","0","0","0","0","20240903"
"202408","2호선","잠실나루","14","0","3583","3295","12986","18995","36554","21855","44297","36954","29481","22865","23745","17683","23116","15657","22161","18632","20596","19747","21662","17946","24609","18401","32579","20512","37514","26775","30024","39463","15070","28156","10736","18227","7962","17342","5843","16570","2590","8761","398","2754","0","2","0","0","0","0","20240903"
"202408","2호선","잠실새내","52","1","5991","1107","19033","8693","58886","16034","79451","28787","51360","30933","35016","25843","33099","27235","35206","30528","34708","34709","32355","38131","35913","44157","39453","53889","44056","66858","44093","88882","31863","60361","28576","37541","28914","33280","30185","31912","16704","16136","2656","4765","0","9","0","0","0","0","20240903"
"202408","2호선","종합운동장","7","1","1604","981","6275","9992","16305","14608","22025","21091","15688","12867","11644","10258","10795","10043","12150","13835","11886","15082","14247","20703","16269","38455","22935","78005","20932","145949","25683","85927","16001","25601","39359","12948","144154","13581","83298","12122","4200","5568","409","1612","0","67","0","0","0","0","20240903"
"202408","2호선","충정로(경기대입구)","21","1","3548","995","6794","6285","15668","22666","21274","59869","14381","26050","11515","11687","12355","10553","12301","10768","12338","11934","12662","11031","13534","11319","16654","12782","31065","17017","46123","22120","15043","14681","9975","10518","8843","10112","6264","9508","2886","5722","590","1789","0","33","0","0","0","0","20240903"
"202408","2호선","한양대","4","0","1066","474","2632","5596","5778","9959","9009","35628","6227","32961","5562","17683","8305","10931","9493","12791","9736","14301","10260","11698","13151","9702","20627","9192","37167","10116","28195","11736","13495","7860","9343","5958","8650","5673","7071","5853","4158","3779","827","1133","0","0","0","0","0","0","20240903"
"202408","2호선","합정","80","18","9583","2730","18146","13310","41224","31263","51402","91983","35001","80927","26962","53121","30109","50902","35418","54196","39651","60116","43115","54917","47357","54986","56716","66616","78619","86311","112764","115921","75604","78891","64212","43772","72595","36220","67705","31613","35534","21494","6123","7898","0","20","0","0","0","0","20240903"
"202408","2호선","홍대입구","793","27","27023","3484","31119","19267","58233","39631","76076","105473","59497","124976","56946","115842","65501","143953","76602","165597","89684","177034","103230","167108","124563","168953","155186","177694","184254","203283","209940","237030","177769","172323","181751","110647","206812","86705","197850","73428","97936","49684","12129","18021","7","2097","0","0","0","0","20240903"
"202407","2호선","강남","115","0","8057","11875","18729","63922","42099","175071","67164","343130","55534","352090","56518","167170","74466","112643","93834","110291","110696","124949","122842","108840","147503","103380","179006","111849","277252","146724","351537","190377","227563","108650","175972","61340","198331","51416","174154","43676","76919","23155","13789","6795","0","44","0","0","0","0","20240803"
"202407","2호선","강변(동서울터미널)","32","1","10399","1938","30794","20050","85452","22538","121145","43387","84676","35244","63704","35561","55261","33353","50848","38347","47577","42289","42932","46260","46004","54769","49775","60607","54938","80916","58114","113773","38550","76951","29620","53696","25060","45393","16297","42332","6542","21476","1055","5682","1","26","0","0","0","0","20240803"
"202407","2호선","건대입구","307","4","15443","1963","23099","16224","57520","26313","98192","59029","66378","50920","40013","41768","38174","45683","43916","52804","47050","59322","48116","56811","53214","63808","63379","75901","76674","104389","86011","155257","63125","104139","65293","64536","70262","60134","69238","54222","42826","31167","7575","12149","7","777","0","0","0","0","20240803"
"202407","2호선","교대(법원.검찰청)","29","1","2643","7552","12191","26692","26845","63105","38667","175952","30498","142815","27915","73957","33095","61172","36988","55705","44706","59746","51861","52262","55346","46841","61771","49699","103934","67121","148076","76711","65635","42746","54841","26518","53502","24641","43915","23138","16349","11699","3102","3554","1","20","0","0","0","0","20240803"
"202407","2호선","구로디지털단지","442","37","40070","5138","56309","20655","150376","91997","193477","242622","118031","146936","69179","60408","60984","46318","67867","50696","67422","62493","62312","60852","68621","67392","84118","81754","144922","113610","219016","173231","103542","134776","65911","87475","55902","85482","42117","83949","19329","47315","3561","14912","2","74","0","0","0","0","20240803"
"202407","2호선","구의(광진구청)","87","2","14384","1766","28380","30682","75636","18419","126084","41042","75925","22960","39716","21412","31702","20588","34008","24117","32453","27376","29680","28366","32162","36455","42185","42562","46479","61838","46271","105067","26043","72569","20606","48591","17732","45252","15650","42370","8240","23386","1430","7748","1","100","0","0","0","0","20240803"
"202407","2호선","낙성대(강감찬)","30","4","12495","2387","30043","10503","91122","19971","134967","45981","85557","33850","46606","26883","38604","25733","41318","27505","39950","29308","35857","31911","36769","38347","40941","44339","47334","64312","54757","110329","29521","88049","24098","58794","22169","55001","16333","54835","8431","32855","1570","9222","1","82","0","0","0","0","20240803"
"202407","2호선","당산","35","6","7656","3624","18338","13386","47439","30757","57778","81446","34005","34653","22806","17576","21726","16615","22316","18274","21491","20422","19916","20598","21474","23553","27145","30486","43911","47940","60129","76845","25726","50186","20335","32576","20162","31831","17514","29939","8650","18224","1475","4856","1","89","0","0","0","0","20240803"
"202407","2호선","대림(구로구청)","967","27","35971","3478","30245","11022","70313","23639","100992","57404","63231","36882","41180","33148","34372","33703","36394","32390","34308","32842","31918","33899","33169","42270","37940","49037","45033","60962","52558","72837","27075","53724","20288","40909","15220","50970","11651","45401","5483","22536","837","6233","0","121","0","0","0","0","20240803"
"202407","2호선","도림천","0","0","464","409","1567","1014","3451","3802","3714","5896","2571","2607","2267","1775","1977","1409","2764","2194","1969","1675","2495","1934","2479","2017","2841","2125","3203","2647","3955","3709","1712","2935","1133","1997","918","1784","571","1339","196","897","57","325","0","8","0","0","0","0","20240803"
"202407","2호선","동대문역사문화공원(DDP)","242","6","5342","1250","4137","9645","7742","23568","12882","52564","15518","35524","18824","33873","22231","33113","25334","33130","25934","33103","30953","33472","35302","31605","41515","29612","49783","31005","50655","36420","31957","32503","25493","24664","23739","21495","19890","18447","9615","11095","2140","3475","0","114","0","0","0","0","20240803"
"202407","2호선","뚝섬","15","1","3878","2946","9760","20222","20055","45552","27834","151153","17822","103985","15613","46891","17595","36928","22785","36791","27426","38227","32624","34605","40392","34927","52729","36951","88949","41601","144940","51428","71619","29584","51787","16120","45358","13654","28122","12116","10404","7889","1533","2703","2","26","0","0","0","0","20240803"
"202407","2호선","문래","19","0","4419","2742","16028","11517","47959","43170","54413","149899","28819","69355","20309","28739","21109","23788","25530","26255","25718","27674","26492","25150","29589","26933","36907","31211","69717","43402","125343","68655","42300","45327","31133","23170","33186","21159","26512","18565","12516","10694","2271","3623","0","106","0","0","0","0","20240803"
